-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
-0.4912343,0.5086146,-0.5086148,-0.4912344
